version,phase,index,started_at_utc,duration_ms,headers_ms,status,body_bytes,cache_status,edge_colo,valid
v1,measured,498,2026-09-08T14:48:16.797Z,109.379,109.205,200,785,HIT,HKG,true
v0,measured,495,2026-09-08T14:48:16.495Z,412.505,412.328,200,4,absent,HKG,true
v1,measured,499,2026-09-08T14:48:16.896Z,130.937,130.856,200,785,HIT,NRT,true
v1,measured,500,2026-09-08T14:48:16.996Z,42.117,42.069,200,785,HIT,KIX,true
v1,measured,501,2026-09-08T14:48:17.096Z,45.730,45.678,200,785,HIT,KIX,true
v0,measured,498,2026-09-08T14:48:16.795Z,370.859,370.811,200,4,absent,HKG,true
v0,measured,500,2026-09-08T14:48:16.995Z,224.583,224.514,200,4,absent,HKG,true
v1,measured,502,2026-09-08T14:48:17.196Z,44.387,44.308,200,785,HIT,KIX,true
v0,measured,499,2026-09-08T14:48:16.898Z,358.544,358.492,200,4,absent,HKG,true
v1,measured,503,2026-09-08T14:48:17.296Z,43.622,43.515,200,785,HIT,KIX,true
v0,measured,501,2026-09-08T14:48:17.096Z,270.785,270.637,200,4,absent,HKG,true
v0,measured,502,2026-09-08T14:48:17.195Z,176.111,176.039,200,4,absent,NRT,true
v1,measured,504,2026-09-08T14:48:17.395Z,50.267,50.080,200,785,HIT,KIX,true
v0,measured,503,2026-09-08T14:48:17.296Z,221.468,221.330,200,4,absent,HKG,true
v1,measured,505,2026-09-08T14:48:17.495Z,44.188,44.013,200,785,HIT,KIX,true
v1,measured,506,2026-09-08T14:48:17.596Z,42.944,42.786,200,785,HIT,KIX,true
v0,measured,504,2026-09-08T14:48:17.395Z,275.767,275.588,200,4,absent,HKG,true
v0,measured,505,2026-09-08T14:48:17.496Z,197.500,197.340,200,4,absent,NRT,true
v1,measured,507,2026-09-08T14:48:17.695Z,42.471,42.280,200,785,HIT,KIX,true
v0,measured,506,2026-09-08T14:48:17.596Z,234.554,234.390,200,4,absent,HKG,true
v1,measured,508,2026-09-08T14:48:17.797Z,42.852,42.692,200,785,HIT,KIX,true
v1,measured,509,2026-09-08T14:48:17.896Z,44.536,44.437,200,785,HIT,KIX,true
v0,measured,507,2026-09-08T14:48:17.696Z,277.039,276.879,200,4,absent,HKG,true
v0,measured,508,2026-09-08T14:48:17.796Z,188.710,188.621,200,4,absent,NRT,true
v1,measured,510,2026-09-08T14:48:17.996Z,41.352,41.258,200,785,HIT,KIX,true
v0,measured,509,2026-09-08T14:48:17.896Z,222.122,221.995,200,4,absent,HKG,true
v1,measured,511,2026-09-08T14:48:18.095Z,41.676,41.529,200,785,HIT,KIX,true
v1,measured,512,2026-09-08T14:48:18.196Z,45.354,45.148,200,785,HIT,KIX,true
v0,measured,510,2026-09-08T14:48:17.996Z,275.131,274.953,200,4,absent,HKG,true
v0,measured,511,2026-09-08T14:48:18.095Z,180.077,179.899,200,4,absent,NRT,true
v1,measured,513,2026-09-08T14:48:18.295Z,44.287,44.085,200,785,HIT,KIX,true
v0,measured,512,2026-09-08T14:48:18.195Z,220.629,220.483,200,4,absent,HKG,true
v1,measured,514,2026-09-08T14:48:18.396Z,48.922,48.729,200,785,HIT,KIX,true
v1,measured,515,2026-09-08T14:48:18.495Z,51.107,51.003,200,785,HIT,KIX,true
v0,measured,513,2026-09-08T14:48:18.296Z,269.776,269.627,200,4,absent,HKG,true
v0,measured,514,2026-09-08T14:48:18.395Z,192.243,192.073,200,4,absent,NRT,true
v1,measured,516,2026-09-08T14:48:18.596Z,45.708,45.427,200,785,HIT,KIX,true
v0,measured,515,2026-09-08T14:48:18.496Z,229.859,229.693,200,4,absent,HKG,true
v1,measured,517,2026-09-08T14:48:18.696Z,46.496,46.305,200,785,HIT,KIX,true
v1,measured,518,2026-09-08T14:48:18.796Z,43.383,43.232,200,785,HIT,KIX,true
v0,measured,517,2026-09-08T14:48:18.697Z,188.965,188.780,200,4,absent,NRT,true
v0,measured,516,2026-09-08T14:48:18.596Z,326.302,326.207,200,4,absent,HKG,true
v1,measured,519,2026-09-08T14:48:18.895Z,44.594,44.409,200,785,HIT,KIX,true
v0,measured,518,2026-09-08T14:48:18.795Z,223.231,223.079,200,4,absent,HKG,true
v1,measured,520,2026-09-08T14:48:18.996Z,45.882,45.745,200,785,HIT,KIX,true
v0,measured,519,2026-09-08T14:48:18.896Z,193.981,193.851,200,4,absent,NRT,true
v1,measured,521,2026-09-08T14:48:19.096Z,44.788,44.629,200,785,HIT,KIX,true
v1,measured,522,2026-09-08T14:48:19.196Z,46.106,45.965,200,785,HIT,KIX,true
v0,measured,520,2026-09-08T14:48:18.995Z,273.397,273.219,200,4,absent,HKG,true
v0,measured,521,2026-09-08T14:48:19.096Z,235.373,235.222,200,4,absent,HKG,true
v1,measured,523,2026-09-08T14:48:19.296Z,44.283,44.115,200,785,HIT,KIX,true
v0,measured,522,2026-09-08T14:48:19.196Z,186.925,186.783,200,4,absent,NRT,true
v1,measured,524,2026-09-08T14:48:19.396Z,45.619,45.435,200,785,HIT,KIX,true
v1,measured,525,2026-09-08T14:48:19.494Z,47.428,47.293,200,785,HIT,KIX,true
v0,measured,523,2026-09-08T14:48:19.297Z,267.000,266.858,200,4,absent,HKG,true
v0,measured,524,2026-09-08T14:48:19.395Z,227.802,227.708,200,4,absent,HKG,true
v1,measured,526,2026-09-08T14:48:19.596Z,47.404,47.250,200,785,HIT,KIX,true
v0,measured,525,2026-09-08T14:48:19.495Z,174.940,174.847,200,4,absent,NRT,true
v1,measured,527,2026-09-08T14:48:19.695Z,45.436,45.342,200,785,HIT,KIX,true
v1,measured,528,2026-09-08T14:48:19.797Z,47.187,47.034,200,785,HIT,KIX,true
v0,measured,526,2026-09-08T14:48:19.596Z,282.604,282.378,200,4,absent,HKG,true
v0,measured,527,2026-09-08T14:48:19.696Z,222.525,222.388,200,4,absent,HKG,true
v1,measured,529,2026-09-08T14:48:19.896Z,49.922,49.744,200,785,HIT,KIX,true
v0,measured,528,2026-09-08T14:48:19.796Z,189.459,189.309,200,4,absent,NRT,true
v1,measured,530,2026-09-08T14:48:19.996Z,44.180,44.073,200,785,HIT,KIX,true
v0,measured,529,2026-09-08T14:48:19.896Z,276.866,276.615,200,4,absent,HKG,true
v0,measured,530,2026-09-08T14:48:19.995Z,224.753,224.554,200,4,absent,HKG,true
v1,measured,531,2026-09-08T14:48:20.095Z,155.710,155.515,200,785,REVALIDATED,KIX,true
v1,measured,532,2026-09-08T14:48:20.195Z,56.171,56.022,200,785,HIT,HKG,true
v0,measured,531,2026-09-08T14:48:20.096Z,226.808,226.713,200,4,absent,NRT,true
v1,measured,533,2026-09-08T14:48:20.296Z,46.911,46.759,200,785,HIT,KIX,true
v1,measured,534,2026-09-08T14:48:20.395Z,45.357,45.219,200,785,HIT,KIX,true
v0,measured,532,2026-09-08T14:48:20.195Z,273.655,273.481,200,4,absent,HKG,true
v0,measured,533,2026-09-08T14:48:20.297Z,219.599,219.511,200,4,absent,HKG,true
v1,measured,535,2026-09-08T14:48:20.494Z,45.288,45.127,200,785,HIT,KIX,true
v0,measured,534,2026-09-08T14:48:20.395Z,192.045,191.927,200,4,absent,NRT,true
v1,measured,536,2026-09-08T14:48:20.597Z,43.407,43.320,200,785,HIT,KIX,true
v1,measured,537,2026-09-08T14:48:20.695Z,43.203,43.102,200,785,HIT,KIX,true
v0,measured,535,2026-09-08T14:48:20.495Z,271.156,271.015,200,4,absent,HKG,true
v0,measured,536,2026-09-08T14:48:20.596Z,227.423,227.321,200,4,absent,HKG,true
v1,measured,538,2026-09-08T14:48:20.796Z,43.974,43.900,200,785,HIT,KIX,true
v0,measured,537,2026-09-08T14:48:20.696Z,184.030,183.953,200,4,absent,NRT,true
v1,measured,539,2026-09-08T14:48:20.894Z,43.666,43.505,200,785,HIT,KIX,true
v1,measured,540,2026-09-08T14:48:20.996Z,43.023,42.950,200,785,HIT,KIX,true
v0,measured,538,2026-09-08T14:48:20.795Z,274.221,274.155,200,4,absent,HKG,true
v0,measured,539,2026-09-08T14:48:20.895Z,237.851,237.726,200,4,absent,HKG,true
v1,measured,541,2026-09-08T14:48:21.095Z,43.050,42.989,200,785,HIT,KIX,true
v0,measured,540,2026-09-08T14:48:20.995Z,184.494,184.397,200,4,absent,NRT,true
v1,measured,542,2026-09-08T14:48:21.196Z,53.934,53.766,200,785,HIT,KIX,true
v1,measured,543,2026-09-08T14:48:21.295Z,43.464,43.310,200,785,HIT,KIX,true
v0,measured,541,2026-09-08T14:48:21.095Z,267.685,267.549,200,4,absent,HKG,true
v0,measured,542,2026-09-08T14:48:21.196Z,222.424,222.233,200,4,absent,HKG,true
v1,measured,544,2026-09-08T14:48:21.397Z,45.467,45.209,200,785,HIT,KIX,true
v0,measured,543,2026-09-08T14:48:21.296Z,187.215,187.086,200,4,absent,NRT,true
v1,measured,545,2026-09-08T14:48:21.494Z,46.885,46.735,200,785,HIT,KIX,true
v1,measured,546,2026-09-08T14:48:21.595Z,46.642,46.471,200,785,HIT,KIX,true
v0,measured,544,2026-09-08T14:48:21.396Z,281.735,281.585,200,4,absent,HKG,true
v0,measured,545,2026-09-08T14:48:21.494Z,226.124,225.889,200,4,absent,HKG,true
v1,measured,547,2026-09-08T14:48:21.696Z,43.870,43.685,200,785,HIT,KIX,true
v0,measured,546,2026-09-08T14:48:21.595Z,182.070,181.967,200,4,absent,NRT,true
v1,measured,548,2026-09-08T14:48:21.797Z,47.530,47.358,200,785,HIT,KIX,true
v1,measured,549,2026-09-08T14:48:21.896Z,43.849,43.551,200,785,HIT,KIX,true
v0,measured,547,2026-09-08T14:48:21.697Z,277.269,277.156,200,4,absent,HKG,true
v0,measured,548,2026-09-08T14:48:21.796Z,232.524,232.339,200,4,absent,HKG,true
v1,measured,550,2026-09-08T14:48:21.995Z,45.438,45.281,200,785,HIT,KIX,true
v0,measured,549,2026-09-08T14:48:21.896Z,190.300,190.174,200,4,absent,NRT,true
v1,measured,551,2026-09-08T14:48:22.094Z,42.624,42.348,200,785,HIT,KIX,true
v1,measured,552,2026-09-08T14:48:22.196Z,45.978,45.848,200,785,HIT,KIX,true
v0,measured,550,2026-09-08T14:48:21.994Z,266.018,265.774,200,4,absent,HKG,true
v0,measured,551,2026-09-08T14:48:22.094Z,221.992,221.800,200,4,absent,HKG,true
v1,measured,553,2026-09-08T14:48:22.295Z,43.684,43.480,200,785,HIT,KIX,true
v0,measured,552,2026-09-08T14:48:22.195Z,181.273,181.126,200,4,absent,NRT,true
v1,measured,554,2026-09-08T14:48:22.396Z,44.142,43.959,200,785,HIT,KIX,true
v1,measured,555,2026-09-08T14:48:22.493Z,42.426,42.316,200,785,HIT,KIX,true
v0,measured,553,2026-09-08T14:48:22.296Z,263.768,263.622,200,4,absent,HKG,true
v0,measured,554,2026-09-08T14:48:22.395Z,221.944,221.797,200,4,absent,HKG,true
v1,measured,556,2026-09-08T14:48:22.596Z,45.604,45.419,200,785,HIT,KIX,true
v0,measured,555,2026-09-08T14:48:22.494Z,179.446,179.343,200,4,absent,NRT,true
v1,measured,557,2026-09-08T14:48:22.695Z,46.896,46.689,200,785,HIT,KIX,true
v1,measured,558,2026-09-08T14:48:22.797Z,47.511,47.320,200,785,HIT,KIX,true
v0,measured,556,2026-09-08T14:48:22.595Z,268.030,267.881,200,4,absent,HKG,true
v0,measured,557,2026-09-08T14:48:22.696Z,223.102,222.970,200,4,absent,HKG,true
v1,measured,559,2026-09-08T14:48:22.895Z,46.630,46.507,200,785,HIT,KIX,true
v0,measured,558,2026-09-08T14:48:22.796Z,181.227,181.117,200,4,absent,NRT,true
v1,measured,560,2026-09-08T14:48:22.994Z,45.169,45.005,200,785,HIT,KIX,true
v1,measured,561,2026-09-08T14:48:23.094Z,51.489,51.321,200,785,HIT,KIX,true
v0,measured,559,2026-09-08T14:48:22.896Z,272.631,272.461,200,4,absent,HKG,true
v0,measured,560,2026-09-08T14:48:22.994Z,228.803,228.662,200,4,absent,HKG,true
v1,measured,562,2026-09-08T14:48:23.197Z,43.991,43.808,200,785,HIT,KIX,true
v0,measured,561,2026-09-08T14:48:23.094Z,187.131,187.058,200,4,absent,NRT,true
v1,measured,563,2026-09-08T14:48:23.295Z,43.486,43.431,200,785,HIT,KIX,true
v1,measured,564,2026-09-08T14:48:23.397Z,42.910,42.844,200,785,HIT,KIX,true
v0,measured,562,2026-09-08T14:48:23.195Z,277.927,277.876,200,4,absent,HKG,true
v0,measured,563,2026-09-08T14:48:23.295Z,221.591,221.507,200,4,absent,HKG,true
v1,measured,565,2026-09-08T14:48:23.495Z,41.527,41.459,200,785,HIT,KIX,true
v0,measured,564,2026-09-08T14:48:23.396Z,191.910,191.848,200,4,absent,NRT,true
v1,measured,566,2026-09-08T14:48:23.596Z,43.994,43.720,200,785,HIT,KIX,true
v1,measured,567,2026-09-08T14:48:23.695Z,45.777,45.699,200,785,HIT,KIX,true
v0,measured,565,2026-09-08T14:48:23.496Z,269.808,269.738,200,4,absent,HKG,true
v0,measured,566,2026-09-08T14:48:23.595Z,217.407,217.367,200,4,absent,HKG,true
v1,measured,568,2026-09-08T14:48:23.796Z,46.429,46.356,200,785,HIT,KIX,true
v0,measured,567,2026-09-08T14:48:23.696Z,183.715,183.674,200,4,absent,NRT,true
v1,measured,569,2026-09-08T14:48:23.895Z,41.061,41.011,200,785,HIT,KIX,true
v1,measured,570,2026-09-08T14:48:23.996Z,41.929,41.862,200,785,HIT,KIX,true
v0,measured,568,2026-09-08T14:48:23.796Z,282.029,281.891,200,4,absent,HKG,true
v0,measured,569,2026-09-08T14:48:23.896Z,225.153,225.027,200,4,absent,HKG,true
v1,measured,571,2026-09-08T14:48:24.096Z,52.577,52.409,200,785,HIT,KIX,true
v0,measured,570,2026-09-08T14:48:23.995Z,188.807,188.617,200,4,absent,NRT,true
v1,measured,572,2026-09-08T14:48:24.196Z,42.481,42.304,200,785,HIT,KIX,true
v1,measured,573,2026-09-08T14:48:24.296Z,43.206,43.039,200,785,HIT,KIX,true
v0,measured,571,2026-09-08T14:48:24.096Z,273.415,273.261,200,4,absent,HKG,true
v0,measured,572,2026-09-08T14:48:24.196Z,223.571,223.401,200,4,absent,HKG,true
v1,measured,574,2026-09-08T14:48:24.395Z,41.849,41.706,200,785,HIT,KIX,true
v0,measured,573,2026-09-08T14:48:24.297Z,196.259,196.134,200,4,absent,NRT,true
v1,measured,575,2026-09-08T14:48:24.493Z,43.237,43.143,200,785,HIT,KIX,true
v1,measured,576,2026-09-08T14:48:24.595Z,47.496,47.336,200,785,HIT,KIX,true
v0,measured,574,2026-09-08T14:48:24.394Z,270.390,270.237,200,4,absent,HKG,true
v0,measured,575,2026-09-08T14:48:24.494Z,224.602,224.448,200,4,absent,HKG,true
v1,measured,577,2026-09-08T14:48:24.695Z,52.485,52.361,200,785,HIT,KIX,true
v0,measured,576,2026-09-08T14:48:24.595Z,182.779,182.628,200,4,absent,NRT,true
v1,measured,578,2026-09-08T14:48:24.795Z,47.904,47.807,200,785,HIT,KIX,true
v1,measured,579,2026-09-08T14:48:24.895Z,47.187,47.049,200,785,HIT,KIX,true
v0,measured,577,2026-09-08T14:48:24.697Z,277.453,277.320,200,4,absent,HKG,true
v0,measured,578,2026-09-08T14:48:24.794Z,228.295,228.179,200,4,absent,HKG,true
v1,measured,580,2026-09-08T14:48:24.997Z,43.665,43.520,200,785,HIT,KIX,true
v0,measured,579,2026-09-08T14:48:24.896Z,185.056,184.902,200,4,absent,NRT,true
v1,measured,581,2026-09-08T14:48:25.095Z,49.507,49.359,200,785,HIT,KIX,true
v0,measured,580,2026-09-08T14:48:24.996Z,273.716,273.562,200,4,absent,HKG,true
v0,measured,581,2026-09-08T14:48:25.095Z,224.026,223.878,200,4,absent,HKG,true
v1,measured,582,2026-09-08T14:48:25.196Z,177.171,177.031,200,785,REVALIDATED,KIX,true
v0,measured,582,2026-09-08T14:48:25.195Z,187.489,187.297,200,4,absent,NRT,true
v1,measured,583,2026-09-08T14:48:25.294Z,139.832,139.650,200,785,HIT,NRT,true
v1,measured,584,2026-09-08T14:48:25.397Z,45.759,45.619,200,785,HIT,KIX,true
v1,measured,585,2026-09-08T14:48:25.495Z,46.601,46.456,200,785,HIT,KIX,true
v0,measured,583,2026-09-08T14:48:25.296Z,287.334,287.192,200,4,absent,HKG,true
v1,measured,586,2026-09-08T14:48:25.597Z,44.199,43.971,200,785,HIT,KIX,true
v0,measured,584,2026-09-08T14:48:25.396Z,263.499,263.210,200,4,absent,HKG,true
v0,measured,585,2026-09-08T14:48:25.496Z,189.753,189.628,200,4,absent,NRT,true
v1,measured,587,2026-09-08T14:48:25.695Z,44.042,43.868,200,785,HIT,KIX,true
v1,measured,588,2026-09-08T14:48:25.796Z,45.609,45.423,200,785,HIT,KIX,true
v0,measured,586,2026-09-08T14:48:25.596Z,285.215,285.079,200,4,absent,HKG,true
v0,measured,587,2026-09-08T14:48:25.695Z,243.174,243.049,200,4,absent,HKG,true
v1,measured,589,2026-09-08T14:48:25.896Z,48.109,48.014,200,785,HIT,KIX,true
v0,measured,588,2026-09-08T14:48:25.795Z,196.467,196.383,200,4,absent,NRT,true
v1,measured,590,2026-09-08T14:48:25.996Z,42.879,42.701,200,785,HIT,KIX,true
v1,measured,591,2026-09-08T14:48:26.096Z,46.284,46.159,200,785,HIT,KIX,true
v0,measured,589,2026-09-08T14:48:25.896Z,272.003,271.863,200,4,absent,HKG,true
v0,measured,590,2026-09-08T14:48:25.995Z,228.139,227.984,200,4,absent,HKG,true
v1,measured,592,2026-09-08T14:48:26.195Z,42.781,42.647,200,785,HIT,KIX,true
v0,measured,591,2026-09-08T14:48:26.097Z,193.527,193.370,200,4,absent,NRT,true
v1,measured,593,2026-09-08T14:48:26.294Z,41.869,41.537,200,785,HIT,KIX,true
v1,measured,594,2026-09-08T14:48:26.397Z,46.404,46.219,200,785,HIT,KIX,true
v0,measured,592,2026-09-08T14:48:26.194Z,285.316,285.206,200,4,absent,HKG,true
v0,measured,593,2026-09-08T14:48:26.295Z,230.166,229.991,200,4,absent,HKG,true
v1,measured,595,2026-09-08T14:48:26.495Z,41.742,41.627,200,785,HIT,KIX,true
v0,measured,594,2026-09-08T14:48:26.396Z,181.379,181.318,200,4,absent,NRT,true
v1,measured,596,2026-09-08T14:48:26.596Z,45.274,45.095,200,785,HIT,KIX,true
v1,measured,597,2026-09-08T14:48:26.696Z,43.408,43.230,200,785,HIT,KIX,true
v0,measured,595,2026-09-08T14:48:26.496Z,272.475,272.343,200,4,absent,HKG,true
v0,measured,596,2026-09-08T14:48:26.596Z,224.016,223.848,200,4,absent,HKG,true
v1,measured,598,2026-09-08T14:48:26.796Z,45.642,45.482,200,785,HIT,KIX,true
v0,measured,597,2026-09-08T14:48:26.697Z,185.089,184.922,200,4,absent,NRT,true
v1,measured,599,2026-09-08T14:48:26.896Z,45.839,45.728,200,785,HIT,KIX,true
v1,measured,600,2026-09-08T14:48:26.995Z,43.195,43.134,200,785,HIT,KIX,true
v0,measured,598,2026-09-08T14:48:26.795Z,267.523,267.442,200,4,absent,HKG,true
v0,measured,599,2026-09-08T14:48:26.897Z,225.236,225.132,200,4,absent,HKG,true
v1,measured,601,2026-09-08T14:48:27.094Z,45.879,45.798,200,785,HIT,KIX,true
v0,measured,600,2026-09-08T14:48:26.995Z,179.157,179.056,200,4,absent,NRT,true
v1,measured,602,2026-09-08T14:48:27.197Z,44.429,44.293,200,785,HIT,KIX,true
v1,measured,603,2026-09-08T14:48:27.295Z,42.534,42.365,200,785,HIT,KIX,true
v0,measured,601,2026-09-08T14:48:27.095Z,274.995,274.824,200,4,absent,HKG,true
v0,measured,602,2026-09-08T14:48:27.196Z,230.803,230.714,200,4,absent,HKG,true
v1,measured,604,2026-09-08T14:48:27.396Z,44.376,44.208,200,785,HIT,KIX,true
v0,measured,603,2026-09-08T14:48:27.295Z,178.656,178.562,200,4,absent,NRT,true
v1,measured,605,2026-09-08T14:48:27.496Z,42.783,42.684,200,785,HIT,KIX,true
v1,measured,606,2026-09-08T14:48:27.596Z,42.151,41.985,200,785,HIT,KIX,true
v0,measured,604,2026-09-08T14:48:27.395Z,272.854,272.734,200,4,absent,HKG,true
v0,measured,605,2026-09-08T14:48:27.497Z,225.270,225.117,200,4,absent,HKG,true
v1,measured,607,2026-09-08T14:48:27.696Z,44.328,44.180,200,785,HIT,KIX,true
v0,measured,606,2026-09-08T14:48:27.596Z,183.499,183.341,200,4,absent,NRT,true
v1,measured,608,2026-09-08T14:48:27.796Z,43.068,42.939,200,785,HIT,KIX,true
v1,measured,609,2026-09-08T14:48:27.895Z,44.105,43.927,200,785,HIT,KIX,true
v0,measured,607,2026-09-08T14:48:27.696Z,265.675,265.545,200,4,absent,HKG,true
v0,measured,608,2026-09-08T14:48:27.796Z,224.536,224.369,200,4,absent,HKG,true
v1,measured,610,2026-09-08T14:48:27.996Z,42.416,42.281,200,785,HIT,KIX,true
v0,measured,609,2026-09-08T14:48:27.895Z,182.519,182.424,200,4,absent,NRT,true
v1,measured,611,2026-09-08T14:48:28.094Z,42.999,42.917,200,785,HIT,KIX,true
v1,measured,612,2026-09-08T14:48:28.196Z,42.833,42.750,200,785,HIT,KIX,true
v0,measured,610,2026-09-08T14:48:27.995Z,271.517,271.375,200,4,absent,HKG,true
v0,measured,611,2026-09-08T14:48:28.095Z,224.429,224.263,200,4,absent,HKG,true
v1,measured,613,2026-09-08T14:48:28.296Z,43.405,43.238,200,785,HIT,KIX,true
v0,measured,612,2026-09-08T14:48:28.195Z,184.818,184.647,200,4,absent,NRT,true
v1,measured,614,2026-09-08T14:48:28.396Z,52.061,51.944,200,785,HIT,KIX,true
v1,measured,615,2026-09-08T14:48:28.496Z,45.942,45.802,200,785,HIT,KIX,true
v0,measured,613,2026-09-08T14:48:28.297Z,275.063,274.919,200,4,absent,HKG,true
v0,measured,614,2026-09-08T14:48:28.395Z,240.468,240.320,200,4,absent,HKG,true
v1,measured,616,2026-09-08T14:48:28.597Z,44.736,44.566,200,785,HIT,KIX,true
v0,measured,615,2026-09-08T14:48:28.496Z,189.813,189.685,200,4,absent,NRT,true
v1,measured,617,2026-09-08T14:48:28.696Z,44.509,44.323,200,785,HIT,KIX,true
v1,measured,618,2026-09-08T14:48:28.796Z,45.379,45.182,200,785,HIT,KIX,true
v0,measured,616,2026-09-08T14:48:28.596Z,283.157,283.014,200,4,absent,HKG,true
v0,measured,617,2026-09-08T14:48:28.697Z,234.272,234.137,200,4,absent,HKG,true
v1,measured,619,2026-09-08T14:48:28.896Z,42.665,42.582,200,785,HIT,KIX,true
v0,measured,618,2026-09-08T14:48:28.795Z,187.178,187.110,200,4,absent,NRT,true
v1,measured,620,2026-09-08T14:48:28.997Z,44.938,44.748,200,785,HIT,KIX,true
v1,measured,621,2026-09-08T14:48:29.096Z,42.107,41.989,200,785,HIT,KIX,true
v0,measured,619,2026-09-08T14:48:28.896Z,272.081,271.911,200,4,absent,HKG,true
v1,measured,622,2026-09-08T14:48:29.196Z,46.597,46.398,200,785,HIT,KIX,true
v0,measured,620,2026-09-08T14:48:28.996Z,247.191,247.127,200,4,absent,HKG,true
v0,measured,621,2026-09-08T14:48:29.096Z,182.272,182.131,200,4,absent,NRT,true
v1,measured,623,2026-09-08T14:48:29.295Z,45.046,44.877,200,785,HIT,KIX,true
v1,measured,624,2026-09-08T14:48:29.396Z,46.583,46.445,200,785,HIT,KIX,true
v0,measured,622,2026-09-08T14:48:29.195Z,268.688,268.605,200,4,absent,HKG,true
v0,measured,623,2026-09-08T14:48:29.295Z,225.923,225.781,200,4,absent,HKG,true
v1,measured,625,2026-09-08T14:48:29.495Z,44.963,44.820,200,785,HIT,KIX,true
v0,measured,624,2026-09-08T14:48:29.395Z,189.832,189.683,200,4,absent,NRT,true
v1,measured,626,2026-09-08T14:48:29.596Z,46.529,46.390,200,785,HIT,KIX,true
v1,measured,627,2026-09-08T14:48:29.696Z,43.341,43.146,200,785,HIT,KIX,true
v0,measured,625,2026-09-08T14:48:29.495Z,262.639,262.480,200,4,absent,HKG,true
v0,measured,626,2026-09-08T14:48:29.596Z,226.448,226.284,200,4,absent,HKG,true
v1,measured,628,2026-09-08T14:48:29.795Z,49.282,49.186,200,785,HIT,KIX,true
v0,measured,627,2026-09-08T14:48:29.697Z,182.654,182.441,200,4,absent,NRT,true
v1,measured,629,2026-09-08T14:48:29.895Z,49.078,48.944,200,785,HIT,KIX,true
v1,measured,630,2026-09-08T14:48:29.997Z,42.741,42.652,200,785,HIT,KIX,true
v0,measured,628,2026-09-08T14:48:29.794Z,280.423,280.342,200,4,absent,HKG,true
v0,measured,629,2026-09-08T14:48:29.896Z,237.521,237.405,200,4,absent,HKG,true
v1,measured,631,2026-09-08T14:48:30.095Z,41.816,41.697,200,785,HIT,KIX,true
v0,measured,630,2026-09-08T14:48:29.996Z,185.435,185.251,200,4,absent,NRT,true
v1,measured,632,2026-09-08T14:48:30.196Z,46.179,46.004,200,785,HIT,KIX,true
v1,measured,633,2026-09-08T14:48:30.295Z,43.847,43.721,200,785,HIT,KIX,true
v0,measured,631,2026-09-08T14:48:30.095Z,267.891,267.758,200,4,absent,HKG,true
v0,measured,632,2026-09-08T14:48:30.195Z,226.176,226.041,200,4,absent,HKG,true
v0,measured,633,2026-09-08T14:48:30.296Z,183.507,183.337,200,4,absent,NRT,true
v1,measured,634,2026-09-08T14:48:30.396Z,165.791,165.451,200,785,REVALIDATED,KIX,true
v1,measured,636,2026-09-08T14:48:30.596Z,45.368,45.200,200,785,HIT,KIX,true
v0,measured,634,2026-09-08T14:48:30.396Z,267.079,266.927,200,4,absent,HKG,true
v1,measured,635,2026-09-08T14:48:30.495Z,176.268,176.063,200,785,HIT,NRT,true
v0,measured,635,2026-09-08T14:48:30.497Z,226.854,226.668,200,4,absent,HKG,true
v1,measured,637,2026-09-08T14:48:30.696Z,46.233,46.052,200,785,HIT,KIX,true
v0,measured,636,2026-09-08T14:48:30.595Z,181.288,181.145,200,4,absent,NRT,true
v1,measured,638,2026-09-08T14:48:30.797Z,46.624,46.511,200,785,HIT,KIX,true
v1,measured,639,2026-09-08T14:48:30.896Z,43.346,43.254,200,785,HIT,KIX,true
v0,measured,637,2026-09-08T14:48:30.696Z,273.848,273.762,200,4,absent,HKG,true
v0,measured,638,2026-09-08T14:48:30.796Z,239.514,239.398,200,4,absent,HKG,true
v1,measured,640,2026-09-08T14:48:30.995Z,43.942,43.872,200,785,HIT,KIX,true
v0,measured,639,2026-09-08T14:48:30.896Z,183.363,183.285,200,4,absent,NRT,true
v1,measured,641,2026-09-08T14:48:31.095Z,43.673,43.591,200,785,HIT,KIX,true
v1,measured,642,2026-09-08T14:48:31.196Z,43.295,43.160,200,785,HIT,KIX,true
v0,measured,640,2026-09-08T14:48:30.995Z,268.758,268.619,200,4,absent,HKG,true
v0,measured,641,2026-09-08T14:48:31.095Z,225.841,225.707,200,4,absent,HKG,true
v1,measured,643,2026-09-08T14:48:31.295Z,44.518,44.382,200,785,HIT,KIX,true
v0,measured,642,2026-09-08T14:48:31.195Z,210.915,210.756,200,4,absent,NRT,true
v1,measured,644,2026-09-08T14:48:31.396Z,50.813,50.721,200,785,HIT,KIX,true
v1,measured,645,2026-09-08T14:48:31.494Z,42.916,42.833,200,785,HIT,KIX,true
v0,measured,643,2026-09-08T14:48:31.296Z,263.639,263.546,200,4,absent,HKG,true
v0,measured,644,2026-09-08T14:48:31.395Z,240.311,240.162,200,4,absent,HKG,true
v1,measured,646,2026-09-08T14:48:31.596Z,44.265,44.123,200,785,HIT,KIX,true
v0,measured,645,2026-09-08T14:48:31.495Z,184.019,183.854,200,4,absent,NRT,true
v1,measured,647,2026-09-08T14:48:31.696Z,45.935,45.759,200,785,HIT,KIX,true
