version,phase,index,started_at_utc,duration_ms,headers_ms,status,body_bytes,cache_status,edge_colo,valid
v1,measured,349,2026-09-08T14:48:01.894Z,43.393,43.254,200,785,HIT,KIX,true
v0,measured,347,2026-09-08T14:48:01.696Z,277.904,277.790,200,4,absent,HKG,true
v0,measured,348,2026-09-08T14:48:01.795Z,229.071,228.972,200,4,absent,HKG,true
v1,measured,350,2026-09-08T14:48:01.996Z,46.530,46.221,200,785,HIT,KIX,true
v0,measured,349,2026-09-08T14:48:01.894Z,185.079,184.846,200,4,absent,NRT,true
v1,measured,351,2026-09-08T14:48:02.095Z,47.507,47.293,200,785,HIT,KIX,true
v1,measured,352,2026-09-08T14:48:02.196Z,52.288,52.189,200,785,HIT,KIX,true
v0,measured,350,2026-09-08T14:48:01.995Z,274.182,274.099,200,4,absent,HKG,true
v0,measured,351,2026-09-08T14:48:02.095Z,234.745,234.638,200,4,absent,HKG,true
v1,measured,353,2026-09-08T14:48:02.296Z,43.624,43.479,200,785,HIT,KIX,true
v0,measured,352,2026-09-08T14:48:02.195Z,205.675,205.421,200,4,absent,NRT,true
v1,measured,354,2026-09-08T14:48:02.397Z,53.527,53.380,200,785,HIT,KIX,true
v1,measured,355,2026-09-08T14:48:02.494Z,41.503,41.384,200,785,HIT,KIX,true
v0,measured,353,2026-09-08T14:48:02.296Z,270.475,270.400,200,4,absent,HKG,true
v0,measured,354,2026-09-08T14:48:02.396Z,236.493,236.319,200,4,absent,HKG,true
v1,measured,356,2026-09-08T14:48:02.596Z,43.970,43.783,200,785,HIT,KIX,true
v0,measured,355,2026-09-08T14:48:02.495Z,205.449,205.385,200,4,absent,NRT,true
v1,measured,357,2026-09-08T14:48:02.695Z,45.830,45.700,200,785,HIT,KIX,true
v1,measured,358,2026-09-08T14:48:02.796Z,44.508,44.353,200,785,HIT,KIX,true
v0,measured,357,2026-09-08T14:48:02.695Z,224.432,224.316,200,4,absent,HKG,true
v0,measured,356,2026-09-08T14:48:02.596Z,324.479,324.428,200,4,absent,HKG,true
v1,measured,359,2026-09-08T14:48:02.895Z,42.364,42.209,200,785,HIT,KIX,true
v0,measured,358,2026-09-08T14:48:02.796Z,196.019,195.893,200,4,absent,NRT,true
v1,measured,360,2026-09-08T14:48:02.995Z,42.886,42.709,200,785,HIT,KIX,true
v1,measured,361,2026-09-08T14:48:03.095Z,42.985,42.814,200,785,HIT,KIX,true
v0,measured,360,2026-09-08T14:48:02.995Z,228.018,227.747,200,4,absent,HKG,true
v1,measured,362,2026-09-08T14:48:03.196Z,48.033,47.911,200,785,HIT,KIX,true
v0,measured,359,2026-09-08T14:48:02.896Z,368.302,368.167,200,4,absent,HKG,true
v1,measured,363,2026-09-08T14:48:03.296Z,47.961,47.775,200,785,HIT,KIX,true
v0,measured,361,2026-09-08T14:48:03.095Z,262.498,262.364,200,4,absent,HKG,true
v0,measured,362,2026-09-08T14:48:03.196Z,204.899,204.776,200,4,absent,NRT,true
v1,measured,364,2026-09-08T14:48:03.397Z,44.967,44.734,200,785,HIT,KIX,true
v0,measured,363,2026-09-08T14:48:03.296Z,233.517,233.388,200,4,absent,HKG,true
v1,measured,365,2026-09-08T14:48:03.494Z,46.592,46.475,200,785,HIT,KIX,true
v1,measured,366,2026-09-08T14:48:03.596Z,45.040,44.929,200,785,HIT,KIX,true
v0,measured,364,2026-09-08T14:48:03.396Z,269.076,268.927,200,4,absent,HKG,true
v0,measured,365,2026-09-08T14:48:03.495Z,181.272,181.137,200,4,absent,NRT,true
v1,measured,367,2026-09-08T14:48:03.695Z,45.022,44.846,200,785,HIT,KIX,true
v0,measured,366,2026-09-08T14:48:03.595Z,225.888,225.818,200,4,absent,HKG,true
v1,measured,368,2026-09-08T14:48:03.794Z,47.888,47.800,200,785,HIT,KIX,true
v1,measured,369,2026-09-08T14:48:03.895Z,49.194,49.125,200,785,HIT,KIX,true
v0,measured,367,2026-09-08T14:48:03.696Z,266.247,266.141,200,4,absent,HKG,true
v0,measured,368,2026-09-08T14:48:03.794Z,193.803,193.719,200,4,absent,NRT,true
v1,measured,370,2026-09-08T14:48:03.996Z,44.282,44.226,200,785,HIT,KIX,true
v0,measured,369,2026-09-08T14:48:03.896Z,222.280,222.218,200,4,absent,HKG,true
v1,measured,371,2026-09-08T14:48:04.096Z,43.822,43.733,200,785,HIT,KIX,true
v1,measured,372,2026-09-08T14:48:04.195Z,48.053,48.000,200,785,HIT,KIX,true
v0,measured,370,2026-09-08T14:48:03.996Z,275.546,275.499,200,4,absent,HKG,true
v0,measured,371,2026-09-08T14:48:04.096Z,181.927,181.886,200,4,absent,NRT,true
v1,measured,373,2026-09-08T14:48:04.295Z,43.283,43.224,200,785,HIT,KIX,true
v0,measured,372,2026-09-08T14:48:04.195Z,228.582,228.470,200,4,absent,HKG,true
v1,measured,374,2026-09-08T14:48:04.396Z,43.838,43.636,200,785,HIT,KIX,true
v1,measured,375,2026-09-08T14:48:04.496Z,46.384,46.321,200,785,HIT,KIX,true
v0,measured,373,2026-09-08T14:48:04.296Z,283.389,283.291,200,4,absent,HKG,true
v0,measured,374,2026-09-08T14:48:04.395Z,184.923,184.903,200,4,absent,NRT,true
v0,measured,375,2026-09-08T14:48:04.496Z,223.298,223.142,200,4,absent,HKG,true
v1,measured,376,2026-09-08T14:48:04.595Z,157.744,157.536,200,785,REVALIDATED,KIX,true
v1,measured,378,2026-09-08T14:48:04.796Z,47.927,47.747,200,785,HIT,KIX,true
v0,measured,376,2026-09-08T14:48:04.595Z,273.639,273.483,200,4,absent,HKG,true
v0,measured,377,2026-09-08T14:48:04.696Z,195.010,194.867,200,4,absent,NRT,true
v1,measured,379,2026-09-08T14:48:04.895Z,45.874,45.714,200,785,HIT,KIX,true
v0,measured,378,2026-09-08T14:48:04.795Z,219.313,219.201,200,4,absent,HKG,true
v1,measured,380,2026-09-08T14:48:04.995Z,45.431,45.223,200,785,HIT,KIX,true
v1,measured,377,2026-09-08T14:48:04.695Z,375.636,375.333,200,785,REVALIDATED,HKG,true
v1,measured,381,2026-09-08T14:48:05.096Z,43.683,43.587,200,785,HIT,KIX,true
v0,measured,379,2026-09-08T14:48:04.896Z,265.189,265.121,200,4,absent,HKG,true
v0,measured,380,2026-09-08T14:48:04.995Z,187.681,187.620,200,4,absent,NRT,true
v1,measured,382,2026-09-08T14:48:05.195Z,42.093,41.986,200,785,HIT,KIX,true
v0,measured,381,2026-09-08T14:48:05.097Z,233.077,233.004,200,4,absent,HKG,true
v1,measured,383,2026-09-08T14:48:05.296Z,49.258,49.206,200,785,HIT,KIX,true
v1,measured,384,2026-09-08T14:48:05.397Z,45.639,45.574,200,785,HIT,KIX,true
v0,measured,382,2026-09-08T14:48:05.194Z,269.534,269.482,200,4,absent,HKG,true
v0,measured,383,2026-09-08T14:48:05.296Z,176.746,176.693,200,4,absent,NRT,true
v1,measured,385,2026-09-08T14:48:05.495Z,51.597,51.525,200,785,HIT,KIX,true
v0,measured,384,2026-09-08T14:48:05.396Z,229.131,229.015,200,4,absent,HKG,true
v1,measured,386,2026-09-08T14:48:05.596Z,42.820,42.587,200,785,HIT,KIX,true
v1,measured,387,2026-09-08T14:48:05.695Z,44.634,44.493,200,785,HIT,KIX,true
v0,measured,385,2026-09-08T14:48:05.495Z,276.264,276.130,200,4,absent,HKG,true
v0,measured,386,2026-09-08T14:48:05.596Z,185.450,185.360,200,4,absent,NRT,true
v1,measured,388,2026-09-08T14:48:05.796Z,45.180,45.122,200,785,HIT,KIX,true
v1,measured,389,2026-09-08T14:48:05.894Z,46.212,46.129,200,785,HIT,KIX,true
v1,measured,390,2026-09-08T14:48:05.996Z,43.462,43.267,200,785,HIT,KIX,true
v0,measured,387,2026-09-08T14:48:05.696Z,366.847,366.783,200,4,absent,HKG,true
v0,measured,388,2026-09-08T14:48:05.796Z,268.901,268.876,200,4,absent,HKG,true
v0,measured,389,2026-09-08T14:48:05.895Z,190.909,190.850,200,4,absent,NRT,true
v1,measured,391,2026-09-08T14:48:06.096Z,43.461,43.313,200,785,HIT,KIX,true
v1,measured,392,2026-09-08T14:48:06.196Z,44.157,43.943,200,785,HIT,KIX,true
v0,measured,390,2026-09-08T14:48:05.996Z,264.054,263.927,200,4,absent,HKG,true
v0,measured,391,2026-09-08T14:48:06.096Z,238.869,238.791,200,4,absent,HKG,true
v1,measured,393,2026-09-08T14:48:06.296Z,43.773,43.696,200,785,HIT,KIX,true
v1,measured,394,2026-09-08T14:48:06.396Z,46.883,46.701,200,785,HIT,KIX,true
v0,measured,392,2026-09-08T14:48:06.196Z,270.310,270.150,200,4,absent,HKG,true
v0,measured,393,2026-09-08T14:48:06.296Z,178.804,178.685,200,4,absent,NRT,true
v1,measured,395,2026-09-08T14:48:06.495Z,43.390,43.236,200,785,HIT,KIX,true
v0,measured,394,2026-09-08T14:48:06.395Z,235.007,234.830,200,4,absent,HKG,true
v1,measured,396,2026-09-08T14:48:06.595Z,43.616,43.471,200,785,HIT,KIX,true
v1,measured,397,2026-09-08T14:48:06.696Z,45.255,45.189,200,785,HIT,KIX,true
v0,measured,395,2026-09-08T14:48:06.495Z,272.152,272.051,200,4,absent,HKG,true
v0,measured,396,2026-09-08T14:48:06.595Z,205.438,205.386,200,4,absent,NRT,true
v1,measured,398,2026-09-08T14:48:06.796Z,43.886,43.828,200,785,HIT,KIX,true
v0,measured,397,2026-09-08T14:48:06.697Z,236.778,236.728,200,4,absent,HKG,true
v1,measured,399,2026-09-08T14:48:06.895Z,45.679,45.609,200,785,HIT,KIX,true
v1,measured,400,2026-09-08T14:48:06.995Z,44.777,44.668,200,785,HIT,KIX,true
v0,measured,398,2026-09-08T14:48:06.796Z,280.476,280.371,200,4,absent,HKG,true
v0,measured,399,2026-09-08T14:48:06.895Z,201.763,201.702,200,4,absent,NRT,true
v1,measured,401,2026-09-08T14:48:07.096Z,48.578,48.512,200,785,HIT,KIX,true
v1,measured,402,2026-09-08T14:48:07.195Z,42.470,42.419,200,785,HIT,KIX,true
v0,measured,400,2026-09-08T14:48:06.995Z,247.589,247.544,200,4,absent,HKG,true
v1,measured,403,2026-09-08T14:48:07.296Z,45.635,45.528,200,785,HIT,KIX,true
v0,measured,401,2026-09-08T14:48:07.097Z,311.753,311.689,200,4,absent,HKG,true
v0,measured,402,2026-09-08T14:48:07.195Z,213.187,213.166,200,4,absent,NRT,true
v1,measured,404,2026-09-08T14:48:07.395Z,46.205,46.135,200,785,HIT,KIX,true
v0,measured,403,2026-09-08T14:48:07.296Z,232.089,231.962,200,4,absent,HKG,true
v1,measured,405,2026-09-08T14:48:07.495Z,42.364,42.259,200,785,HIT,KIX,true
v1,measured,406,2026-09-08T14:48:07.595Z,42.499,42.396,200,785,HIT,KIX,true
v0,measured,404,2026-09-08T14:48:07.394Z,281.225,280.612,200,4,absent,HKG,true
v1,measured,407,2026-09-08T14:48:07.695Z,46.653,46.407,200,785,HIT,KIX,true
v0,measured,405,2026-09-08T14:48:07.495Z,269.792,269.735,200,4,absent,HKG,true
v0,measured,406,2026-09-08T14:48:07.594Z,225.587,225.509,200,4,absent,HKG,true
v1,measured,408,2026-09-08T14:48:07.795Z,41.755,41.690,200,785,HIT,KIX,true
v0,measured,407,2026-09-08T14:48:07.696Z,184.615,184.566,200,4,absent,NRT,true
v1,measured,409,2026-09-08T14:48:07.895Z,42.189,42.129,200,785,HIT,KIX,true
v1,measured,410,2026-09-08T14:48:07.996Z,44.020,43.959,200,785,HIT,KIX,true
v0,measured,408,2026-09-08T14:48:07.795Z,267.611,267.495,200,4,absent,HKG,true
v0,measured,409,2026-09-08T14:48:07.895Z,239.926,239.833,200,4,absent,HKG,true
v1,measured,411,2026-09-08T14:48:08.123Z,42.330,42.229,200,785,HIT,KIX,true
v0,measured,410,2026-09-08T14:48:07.995Z,187.133,186.889,200,4,absent,NRT,true
v1,measured,412,2026-09-08T14:48:08.195Z,42.872,42.797,200,785,HIT,KIX,true
v1,measured,413,2026-09-08T14:48:08.296Z,42.279,42.207,200,785,HIT,KIX,true
v0,measured,411,2026-09-08T14:48:08.125Z,268.367,268.322,200,4,absent,HKG,true
v0,measured,412,2026-09-08T14:48:08.195Z,221.574,221.529,200,4,absent,HKG,true
v1,measured,414,2026-09-08T14:48:08.396Z,44.565,44.518,200,785,HIT,KIX,true
v0,measured,413,2026-09-08T14:48:08.297Z,184.686,184.628,200,4,absent,NRT,true
v1,measured,415,2026-09-08T14:48:08.495Z,46.251,46.134,200,785,HIT,KIX,true
v1,measured,416,2026-09-08T14:48:08.596Z,51.763,51.511,200,785,HIT,KIX,true
v0,measured,414,2026-09-08T14:48:08.395Z,271.638,271.471,200,4,absent,HKG,true
v0,measured,415,2026-09-08T14:48:08.495Z,226.870,226.753,200,4,absent,HKG,true
v1,measured,417,2026-09-08T14:48:08.696Z,44.444,44.305,200,785,HIT,KIX,true
v0,measured,416,2026-09-08T14:48:08.596Z,192.245,192.083,200,4,absent,NRT,true
v1,measured,418,2026-09-08T14:48:08.796Z,48.720,48.620,200,785,HIT,KIX,true
v1,measured,419,2026-09-08T14:48:08.896Z,51.177,51.052,200,785,HIT,KIX,true
v0,measured,417,2026-09-08T14:48:08.697Z,267.959,267.892,200,4,absent,HKG,true
v0,measured,418,2026-09-08T14:48:08.795Z,224.459,224.288,200,4,absent,HKG,true
v1,measured,420,2026-09-08T14:48:08.996Z,45.058,44.849,200,785,HIT,KIX,true
v0,measured,419,2026-09-08T14:48:08.896Z,189.561,189.385,200,4,absent,NRT,true
v1,measured,421,2026-09-08T14:48:09.096Z,43.359,43.286,200,785,HIT,KIX,true
v1,measured,422,2026-09-08T14:48:09.197Z,45.058,44.880,200,785,HIT,KIX,true
v0,measured,420,2026-09-08T14:48:08.995Z,273.888,273.724,200,4,absent,HKG,true
v1,measured,423,2026-09-08T14:48:09.295Z,44.977,44.807,200,785,HIT,KIX,true
v0,measured,421,2026-09-08T14:48:09.097Z,244.854,244.692,200,4,absent,HKG,true
v0,measured,422,2026-09-08T14:48:09.196Z,197.731,197.581,200,4,absent,NRT,true
v1,measured,424,2026-09-08T14:48:09.395Z,46.985,46.774,200,785,HIT,KIX,true
v1,measured,425,2026-09-08T14:48:09.495Z,44.041,43.934,200,785,HIT,KIX,true
v0,measured,423,2026-09-08T14:48:09.295Z,264.937,264.723,200,4,absent,HKG,true
v0,measured,424,2026-09-08T14:48:09.395Z,230.810,230.660,200,4,absent,HKG,true
v1,measured,426,2026-09-08T14:48:09.595Z,44.472,44.304,200,785,HIT,KIX,true
v0,measured,425,2026-09-08T14:48:09.495Z,190.865,190.766,200,4,absent,NRT,true
v1,measured,427,2026-09-08T14:48:09.696Z,166.795,166.167,200,785,REVALIDATED,KIX,true
v0,measured,426,2026-09-08T14:48:09.595Z,272.104,271.927,200,4,absent,HKG,true
v0,measured,427,2026-09-08T14:48:09.697Z,218.753,218.600,200,4,absent,HKG,true
v1,measured,429,2026-09-08T14:48:09.895Z,48.827,48.678,200,785,HIT,KIX,true
v1,measured,428,2026-09-08T14:48:09.797Z,152.515,152.297,200,785,HIT,HKG,true
v0,measured,428,2026-09-08T14:48:09.796Z,189.026,188.925,200,4,absent,NRT,true
v1,measured,430,2026-09-08T14:48:09.996Z,46.482,46.309,200,785,HIT,KIX,true
v1,measured,431,2026-09-08T14:48:10.094Z,42.899,42.748,200,785,HIT,KIX,true
v0,measured,429,2026-09-08T14:48:09.895Z,272.124,272.008,200,4,absent,HKG,true
v0,measured,430,2026-09-08T14:48:09.995Z,238.741,238.673,200,4,absent,HKG,true
v1,measured,432,2026-09-08T14:48:10.195Z,44.475,44.413,200,785,HIT,KIX,true
v0,measured,431,2026-09-08T14:48:10.095Z,191.661,191.494,200,4,absent,NRT,true
v1,measured,433,2026-09-08T14:48:10.295Z,47.229,47.099,200,785,HIT,KIX,true
v1,measured,434,2026-09-08T14:48:10.396Z,53.806,53.570,200,785,HIT,KIX,true
v0,measured,432,2026-09-08T14:48:10.195Z,264.332,264.242,200,4,absent,HKG,true
v0,measured,433,2026-09-08T14:48:10.295Z,225.198,225.104,200,4,absent,HKG,true
v1,measured,435,2026-09-08T14:48:10.496Z,46.072,45.980,200,785,HIT,KIX,true
v0,measured,434,2026-09-08T14:48:10.396Z,187.128,187.060,200,4,absent,NRT,true
v1,measured,436,2026-09-08T14:48:10.597Z,54.644,54.568,200,785,HIT,KIX,true
v1,measured,437,2026-09-08T14:48:10.694Z,42.491,42.381,200,785,HIT,KIX,true
v0,measured,435,2026-09-08T14:48:10.496Z,266.846,266.662,200,4,absent,HKG,true
v0,measured,436,2026-09-08T14:48:10.596Z,230.282,230.164,200,4,absent,HKG,true
v1,measured,438,2026-09-08T14:48:10.797Z,44.270,44.114,200,785,HIT,KIX,true
v0,measured,437,2026-09-08T14:48:10.695Z,180.510,180.366,200,4,absent,NRT,true
v1,measured,439,2026-09-08T14:48:10.895Z,46.400,46.142,200,785,HIT,KIX,true
v1,measured,440,2026-09-08T14:48:10.997Z,45.503,45.438,200,785,HIT,KIX,true
v0,measured,438,2026-09-08T14:48:10.796Z,263.464,263.365,200,4,absent,HKG,true
v0,measured,439,2026-09-08T14:48:10.896Z,226.324,226.157,200,4,absent,HKG,true
v1,measured,441,2026-09-08T14:48:11.096Z,43.721,43.523,200,785,HIT,KIX,true
v0,measured,440,2026-09-08T14:48:10.996Z,185.687,185.538,200,4,absent,NRT,true
v1,measured,442,2026-09-08T14:48:11.197Z,42.402,42.312,200,785,HIT,KIX,true
v1,measured,443,2026-09-08T14:48:11.295Z,50.531,50.330,200,785,HIT,KIX,true
v0,measured,441,2026-09-08T14:48:11.096Z,274.035,273.883,200,4,absent,HKG,true
v0,measured,442,2026-09-08T14:48:11.196Z,233.560,233.396,200,4,absent,HKG,true
v1,measured,444,2026-09-08T14:48:11.396Z,45.346,45.199,200,785,HIT,KIX,true
v0,measured,443,2026-09-08T14:48:11.295Z,186.249,186.093,200,4,absent,NRT,true
v1,measured,445,2026-09-08T14:48:11.496Z,44.886,44.778,200,785,HIT,KIX,true
v1,measured,446,2026-09-08T14:48:11.595Z,42.986,42.831,200,785,HIT,KIX,true
v0,measured,444,2026-09-08T14:48:11.395Z,272.910,272.793,200,4,absent,HKG,true
v0,measured,445,2026-09-08T14:48:11.497Z,229.259,229.190,200,4,absent,HKG,true
v1,measured,447,2026-09-08T14:48:11.695Z,43.039,42.861,200,785,HIT,KIX,true
v0,measured,446,2026-09-08T14:48:11.594Z,179.125,179.009,200,4,absent,NRT,true
v1,measured,448,2026-09-08T14:48:11.796Z,44.726,44.570,200,785,HIT,KIX,true
v1,measured,449,2026-09-08T14:48:11.896Z,43.380,43.273,200,785,HIT,KIX,true
v0,measured,447,2026-09-08T14:48:11.695Z,266.891,266.706,200,4,absent,HKG,true
v0,measured,448,2026-09-08T14:48:11.796Z,238.854,238.647,200,4,absent,HKG,true
v1,measured,450,2026-09-08T14:48:11.995Z,46.233,46.071,200,785,HIT,KIX,true
v0,measured,449,2026-09-08T14:48:11.897Z,191.039,190.948,200,4,absent,NRT,true
v1,measured,451,2026-09-08T14:48:12.096Z,44.188,44.054,200,785,HIT,KIX,true
v1,measured,452,2026-09-08T14:48:12.197Z,47.454,47.312,200,785,HIT,KIX,true
v0,measured,450,2026-09-08T14:48:11.995Z,268.983,268.904,200,4,absent,HKG,true
v0,measured,451,2026-09-08T14:48:12.096Z,229.918,229.761,200,4,absent,HKG,true
v1,measured,453,2026-09-08T14:48:12.296Z,50.756,50.577,200,785,HIT,KIX,true
v0,measured,452,2026-09-08T14:48:12.196Z,180.257,180.113,200,4,absent,NRT,true
v1,measured,454,2026-09-08T14:48:12.397Z,42.641,42.453,200,785,HIT,KIX,true
v1,measured,455,2026-09-08T14:48:12.495Z,44.231,44.068,200,785,HIT,KIX,true
v0,measured,453,2026-09-08T14:48:12.296Z,273.481,273.368,200,4,absent,HKG,true
v0,measured,454,2026-09-08T14:48:12.396Z,223.455,223.292,200,4,absent,HKG,true
v1,measured,456,2026-09-08T14:48:12.597Z,42.611,42.420,200,785,HIT,KIX,true
v0,measured,455,2026-09-08T14:48:12.495Z,178.332,178.062,200,4,absent,NRT,true
v1,measured,457,2026-09-08T14:48:12.696Z,46.338,46.244,200,785,HIT,KIX,true
v1,measured,458,2026-09-08T14:48:12.796Z,43.332,43.089,200,785,HIT,KIX,true
v0,measured,456,2026-09-08T14:48:12.596Z,267.485,266.768,200,4,absent,HKG,true
v0,measured,457,2026-09-08T14:48:12.696Z,226.711,226.550,200,4,absent,HKG,true
v1,measured,459,2026-09-08T14:48:12.895Z,43.617,43.423,200,785,HIT,KIX,true
v0,measured,458,2026-09-08T14:48:12.795Z,182.209,182.097,200,4,absent,NRT,true
v1,measured,460,2026-09-08T14:48:12.995Z,46.610,46.485,200,785,HIT,KIX,true
v1,measured,461,2026-09-08T14:48:13.096Z,43.026,42.873,200,785,HIT,KIX,true
v0,measured,459,2026-09-08T14:48:12.896Z,268.790,268.619,200,4,absent,HKG,true
v0,measured,460,2026-09-08T14:48:12.995Z,226.308,226.106,200,4,absent,HKG,true
v1,measured,462,2026-09-08T14:48:13.197Z,43.361,43.155,200,785,HIT,KIX,true
v0,measured,461,2026-09-08T14:48:13.097Z,190.177,189.968,200,4,absent,NRT,true
v1,measured,463,2026-09-08T14:48:13.295Z,46.049,45.893,200,785,HIT,KIX,true
v1,measured,464,2026-09-08T14:48:13.397Z,47.880,46.914,200,785,HIT,KIX,true
v0,measured,462,2026-09-08T14:48:13.196Z,272.209,272.048,200,4,absent,HKG,true
v0,measured,463,2026-09-08T14:48:13.296Z,226.176,226.079,200,4,absent,HKG,true
v1,measured,465,2026-09-08T14:48:13.496Z,43.963,43.813,200,785,HIT,KIX,true
v0,measured,464,2026-09-08T14:48:13.396Z,191.108,190.908,200,4,absent,NRT,true
v1,measured,466,2026-09-08T14:48:13.597Z,45.921,45.793,200,785,HIT,KIX,true
v1,measured,467,2026-09-08T14:48:13.696Z,42.952,42.853,200,785,HIT,KIX,true
v0,measured,465,2026-09-08T14:48:13.497Z,268.357,268.270,200,4,absent,HKG,true
v0,measured,466,2026-09-08T14:48:13.596Z,224.910,224.697,200,4,absent,HKG,true
v1,measured,468,2026-09-08T14:48:13.796Z,54.516,54.331,200,785,HIT,KIX,true
v0,measured,467,2026-09-08T14:48:13.697Z,183.900,183.725,200,4,absent,NRT,true
v1,measured,469,2026-09-08T14:48:13.895Z,48.645,48.187,200,785,HIT,KIX,true
v1,measured,470,2026-09-08T14:48:13.997Z,42.798,42.606,200,785,HIT,KIX,true
v0,measured,468,2026-09-08T14:48:13.795Z,272.933,272.761,200,4,absent,HKG,true
v0,measured,469,2026-09-08T14:48:13.896Z,221.563,221.376,200,4,absent,HKG,true
v1,measured,471,2026-09-08T14:48:14.096Z,42.566,42.430,200,785,HIT,KIX,true
v0,measured,470,2026-09-08T14:48:13.996Z,180.682,180.526,200,4,absent,NRT,true
v1,measured,472,2026-09-08T14:48:14.196Z,43.343,43.192,200,785,HIT,KIX,true
v1,measured,473,2026-09-08T14:48:14.295Z,45.530,45.220,200,785,HIT,KIX,true
v0,measured,471,2026-09-08T14:48:14.096Z,267.310,267.026,200,4,absent,HKG,true
v0,measured,472,2026-09-08T14:48:14.196Z,237.659,237.432,200,4,absent,HKG,true
v1,measured,474,2026-09-08T14:48:14.397Z,46.551,46.397,200,785,HIT,KIX,true
v0,measured,473,2026-09-08T14:48:14.296Z,181.958,181.818,200,4,absent,NRT,true
v1,measured,475,2026-09-08T14:48:14.495Z,41.933,41.818,200,785,HIT,KIX,true
v1,measured,476,2026-09-08T14:48:14.596Z,43.316,43.104,200,785,HIT,KIX,true
v0,measured,474,2026-09-08T14:48:14.396Z,272.776,272.577,200,4,absent,HKG,true
v0,measured,475,2026-09-08T14:48:14.495Z,220.500,220.362,200,4,absent,HKG,true
v1,measured,477,2026-09-08T14:48:14.696Z,48.838,48.666,200,785,HIT,KIX,true
v0,measured,476,2026-09-08T14:48:14.596Z,173.962,173.775,200,4,absent,NRT,true
v1,measured,478,2026-09-08T14:48:14.797Z,48.622,48.439,200,785,HIT,KIX,true
v0,measured,477,2026-09-08T14:48:14.696Z,277.110,276.951,200,4,absent,HKG,true
v0,measured,478,2026-09-08T14:48:14.796Z,222.855,222.614,200,4,absent,HKG,true
v1,measured,479,2026-09-08T14:48:14.895Z,162.351,162.184,200,785,REVALIDATED,KIX,true
v0,measured,479,2026-09-08T14:48:14.895Z,193.618,193.501,200,4,absent,NRT,true
v1,measured,481,2026-09-08T14:48:15.095Z,42.961,42.809,200,785,HIT,KIX,true
v1,measured,482,2026-09-08T14:48:15.195Z,45.345,45.197,200,785,HIT,KIX,true
v1,measured,480,2026-09-08T14:48:14.997Z,263.405,263.067,200,785,REVALIDATED,HKG,true
v0,measured,480,2026-09-08T14:48:14.996Z,265.562,265.482,200,4,absent,HKG,true
v0,measured,481,2026-09-08T14:48:15.096Z,223.262,223.108,200,4,absent,HKG,true
v1,measured,483,2026-09-08T14:48:15.296Z,47.766,47.611,200,785,HIT,KIX,true
v0,measured,482,2026-09-08T14:48:15.195Z,179.959,179.742,200,4,absent,NRT,true
v1,measured,484,2026-09-08T14:48:15.396Z,43.069,42.905,200,785,HIT,KIX,true
v1,measured,485,2026-09-08T14:48:15.496Z,44.686,44.541,200,785,HIT,KIX,true
v0,measured,483,2026-09-08T14:48:15.296Z,275.155,275.041,200,4,absent,HKG,true
v0,measured,484,2026-09-08T14:48:15.396Z,225.791,225.638,200,4,absent,HKG,true
v1,measured,486,2026-09-08T14:48:15.597Z,44.410,44.206,200,785,HIT,KIX,true
v0,measured,485,2026-09-08T14:48:15.496Z,186.794,186.710,200,4,absent,NRT,true
v1,measured,487,2026-09-08T14:48:15.696Z,41.728,41.531,200,785,HIT,KIX,true
v1,measured,488,2026-09-08T14:48:15.797Z,44.009,43.694,200,785,HIT,KIX,true
v0,measured,486,2026-09-08T14:48:15.596Z,273.560,273.395,200,4,absent,HKG,true
v0,measured,487,2026-09-08T14:48:15.697Z,227.777,227.584,200,4,absent,HKG,true
v1,measured,489,2026-09-08T14:48:15.895Z,41.875,41.751,200,785,HIT,KIX,true
v0,measured,488,2026-09-08T14:48:15.797Z,177.684,177.567,200,4,absent,NRT,true
v1,measured,490,2026-09-08T14:48:15.996Z,42.874,42.732,200,785,HIT,KIX,true
v1,measured,491,2026-09-08T14:48:16.095Z,44.245,44.140,200,785,HIT,KIX,true
v0,measured,489,2026-09-08T14:48:15.895Z,281.291,281.125,200,4,absent,HKG,true
v0,measured,490,2026-09-08T14:48:15.996Z,221.594,221.416,200,4,absent,HKG,true
v1,measured,492,2026-09-08T14:48:16.196Z,43.183,42.972,200,785,HIT,KIX,true
v0,measured,491,2026-09-08T14:48:16.095Z,194.746,194.573,200,4,absent,NRT,true
v1,measured,493,2026-09-08T14:48:16.295Z,42.685,42.513,200,785,HIT,KIX,true
v1,measured,494,2026-09-08T14:48:16.397Z,47.686,47.483,200,785,HIT,KIX,true
v0,measured,492,2026-09-08T14:48:16.196Z,263.821,263.660,200,4,absent,HKG,true
v0,measured,493,2026-09-08T14:48:16.296Z,227.334,227.088,200,4,absent,HKG,true
v1,measured,495,2026-09-08T14:48:16.495Z,44.565,44.415,200,785,HIT,KIX,true
v1,measured,496,2026-09-08T14:48:16.595Z,42.086,41.917,200,785,HIT,KIX,true
v0,measured,494,2026-09-08T14:48:16.396Z,278.937,278.749,200,4,absent,NRT,true
v1,measured,497,2026-09-08T14:48:16.697Z,206.982,206.833,200,785,HIT,KIX,true
v0,measured,497,2026-09-08T14:48:16.698Z,207.623,206.446,200,4,absent,NRT,true
v0,measured,496,2026-09-08T14:48:16.595Z,311.097,310.949,200,4,absent,HKG,true
